Weapon Hash,Weapon Name,Weapon Name With Season,Weapon Type,Weapon Slot,Weapon Tier,Weapon Element,Weapon Current Version,Weapon Power Cap,Is Sunset,Weapon Season,Weapon Archetype,Weapon Slot 1 Type,Weapon Slot 2 Type,Weapon Slot 3 Type,Weapon Slot 4 Type,Accuracy,Aim Assistance,Airborne Effectiveness,Ammo Capacity,Blast Radius,Charge Rate,Charge Time,Draw Time,Guard Efficiency,Guard Endurance,Guard Resistance,Handling,Impact,Inventory Size,Magazine,Weapon Range,Recoil Direction,Reload Speed,Rounds Per Minute,Shield Duration,Stability,Swing Speed,Velocity,Zoom,Slot 1 Perk 0,Slot 1 Perk 1,Slot 1 Perk 2,Slot 1 Perk 3,Slot 1 Perk 4,Slot 1 Perk 5,Slot 1 Perk 6,Slot 1 Perk 7,Slot 1 Perk 8,Slot 1 Perk 9,Slot 1 Perk 10,Slot 1 Perk 11,Slot 1 Perk 12,Slot 2 Perk 0,Slot 2 Perk 1,Slot 2 Perk 2,Slot 2 Perk 3,Slot 2 Perk 4,Slot 2 Perk 5,Slot 2 Perk 6,Slot 2 Perk 7,Slot 2 Perk 8,Slot 2 Perk 9,Slot 2 Perk 10,Slot 2 Perk 11,Slot 2 Perk 12,Slot 3 Perk 0,Slot 3 Perk 1,Slot 3 Perk 2,Slot 3 Perk 3,Slot 3 Perk 4,Slot 3 Perk 5,Slot 3 Perk 6,Slot 3 Perk 7,Slot 3 Perk 8,Slot 3 Perk 9,Slot 3 Perk 10,Slot 3 Perk 11,Slot 3 Perk 12,Slot 4 Perk 0,Slot 4 Perk 1,Slot 4 Perk 2,Slot 4 Perk 3,Slot 4 Perk 4,Slot 4 Perk 5,Slot 4 Perk 6,Slot 4 Perk 7,Slot 4 Perk 8,Slot 4 Perk 9,Slot 4 Perk 10,Slot 4 Perk 11,Slot 4 Perk 12
3236112986,Spare Rations,Spare Rations (S21),Hand Cannon,Kinetic,Legendary,Kinetic,0,999999,No,21,Adaptive Frame,Barrels,Magazines,Frames,Frames,,83.0,10.0,,,,,,,,,71.0,84.0,57.0,13.0,36.0,100.0,56.0,140.0,,47.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Subsistence,Snapshot Sights,Rapid Hit,Slideshot,Moving Target,Offhand Strike,,,,,,,,Focused Fury,Kill Clip,Swashbuckler,Kinetic Tremors,Opening Shot,Vorpal Weapon,,,,,,,
3239754990,Maxim XI,Maxim XI (S01),Sniper Rifle,Energy,Legendary,Void,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,51.0,2.0,,,,,,,,,44.0,70.0,30.0,4.0,54.0,62.0,35.0,90.0,,40.0,,,40.0,SSO-05 Sniper,SSO-07 Sniper,SSO-08 Sniper,,,,,,,,,,,Alloy Magazine,Flared Magwell,,,,,,,,,,,,Snapshot Sights,,,,,,,,,,,,,,,,,,,,,,,,,
3240434620,Something New,Something New (S21),Hand Cannon,Kinetic,Legendary,Stasis,0,999999,No,21,Aggressive Frame,Barrels,Magazines,Frames,Frames,,60.0,23.0,,,,,,,,,24.0,92.0,51.0,8.0,58.0,98.0,25.0,120.0,,27.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Feeding Frenzy,Wellspring,Triple Tap,Discord,Rapid Hit,Subsistence,Pugilist,,,,,,,Headstone,Demolitionist,Harmony,Kill Clip,Frenzy,Golden Tricorn,Encore,,,,,,
3242168339,Vouchsafe,Vouchsafe (S04),Scout Rifle,Energy,Legendary,Void,1,999999,No,4,Lightweight Frame,Barrels,Magazines,Frames,Frames,,73.0,10.0,,,,,,,,,63.0,60.0,51.0,16.0,33.0,47.0,55.0,200.0,,32.0,,,20.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Killing Wind,Under Pressure,Rapid Hit,Outlaw,Fourth Time's the Charm,Surplus,,,,,,,,Dragonfly,Explosive Payload,Eye of the Storm,Wellspring,Multikill Clip,Vorpal Weapon,,,,,,,
3245493570,Aisha's Embrace (Adept),Aisha's Embrace (Adept) (S16),Scout Rifle,Energy,Legendary,Void,0,999999,No,16,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,71.0,24.0,,,,,,,,,26.0,45.0,50.0,18.0,34.0,55.0,35.0,260.0,,46.0,,,21.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Unrelenting,Stats for All,Triple Tap,Perpetual Motion,Compulsive Reloader,Shoot to Loot,Tunnel Vision,,,,,,,Fourth Time's the Charm,Vorpal Weapon,Adagio,Multikill Clip,Eye of the Storm,Turnabout,Focused Fury,,,,,,
3246523828,Hadrian-A,Hadrian-A (S01),Grenade Launcher,Power,Common,Arc,0,999999,No,1,Rapid-Fire Frame,Tubes,Magazines,,,,23.0,,,20.0,,,,,,,60.0,,50.0,3.0,,45.0,60.0,150.0,,20.0,,55.0,13.0,Quick Launch,Countermass,,,,,,,,,,,,High-Velocity Rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246523829,Resilient People,Resilient People (S01),Grenade Launcher,Energy,Common,Void,0,999999,No,1,Lightweight Frame,Tubes,Magazines,,,,72.0,,,100.0,,,,,,,58.0,,55.0,1.0,,60.0,64.0,90.0,,29.0,,70.0,13.0,Hard Launch,Volatile Launch,,,,,,,,,,,,Concussion Grenades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246523831,Para Torus I,Para Torus I (S01),Grenade Launcher,Power,Common,Solar,0,999999,No,1,Adaptive Frame,Tubes,Magazines,,,,55.0,,,50.0,,,,,,,34.0,,20.0,5.0,,52.0,36.0,120.0,,35.0,,24.0,13.0,Smart Drift Control,Linear Compensator,,,,,,,,,,,,Proximity Grenades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248429089,Qullim's Terminus (Harrowed),Qullim's Terminus (Harrowed) (S18),Machine Gun,Power,Legendary,Stasis,0,999999,No,18,High-Impact Frame,Barrels,Magazines,Frames,Frames,,32.0,15.0,,,,,,,,,30.0,70.0,46.0,44.0,68.0,80.0,36.0,360.0,,20.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Ensemble,Unrelenting,Slickdraw,Firmly Planted,Heating Up,Stats for All,Dynamic Sway Reduction,,,,,,,Wellspring,Eye of the Storm,Firefly,Headstone,Focused Fury,Firing Line,Killing Tally,,,,,,
3252697558,Truthteller,Truthteller (S01),Grenade Launcher,Energy,Legendary,Void,0,1060,Yes,1,Lightweight Frame,Tubes,Magazines,Frames,,,79.0,2.0,,100.0,,,,,,,69.0,,65.0,1.0,,70.0,71.0,90.0,,18.0,,74.0,13.0,Confined Launch,Linear Compensator,Hard Launch,,,,,,,,,,,Concussion Grenades,Black Powder,,,,,,,,,,,,Quickdraw,,,,,,,,,,,,,,,,,,,,,,,,,
3256453690,Crowning Duologue,Crowning Duologue (S21),Rocket Launcher,Power,Legendary,Strand,0,999999,No,21,Precision Frame,Tubes,Magazines,Frames,Frames,,59.0,3.0,,30.0,,,,,,,40.0,,45.0,1.0,,65.0,29.0,15.0,,39.0,,51.0,20.0,Volatile Launch,Confined Launch,Countermass,Hard Launch,Linear Compensator,Quick Launch,Smart Drift Control,,,,,,,Alloy Casing,Black Powder,High-Velocity Rounds,Implosion Rounds,Impact Casing,,,,,,,,,Ensemble,Impulse Amplifier,Auto-Loading Holster,Field Prep,Demolitionist,Pugilist,Shot Swap,,,,,,,Adrenaline Junkie,Hatchling,One for All,Envious Assassin,Chain Reaction,Swashbuckler,Cluster Bomb,,,,,,
3257091166,Half-Truths,Half-Truths (S15),Sword,Power,Legendary,Arc,0,999999,No,15,Adaptive Frame,Blades,Guards,Frames,Frames,,,,61.0,,20.0,20.0,,0.0,,0.0,,60.0,0.0,55.0,40.0,,,,,0.0,40.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Balanced Guard,Burst Guard,Enduring Guard,Heavy Guard,Swordmaster's Guard,,,,,,,,,Duelist's Trance,Tireless Blade,Relentless Strikes,Unrelenting,,,,,,,,,,Eager Edge,Assassin's Blade,En Garde,Chain Reaction,,,,,,,,,
3257091167,The Other Half,The Other Half (S15),Sword,Power,Legendary,Void,0,999999,No,15,Adaptive Frame,Blades,Guards,Frames,Frames,,,,61.0,,20.0,20.0,,0.0,,0.0,,60.0,0.0,55.0,40.0,,,,,0.0,40.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Balanced Guard,Burst Guard,Enduring Guard,Heavy Guard,Swordmaster's Guard,,,,,,,,,Eager Edge,Relentless Strikes,Duelist's Trance,Flash Counter,,,,,,,,,,Whirlwind Blade,Vorpal Weapon,Frenzy,Repulsor Brace,,,,,,,,,
3258665412,Trinary System,Trinary System (S13),Fusion Rifle,Energy,Legendary,Solar,0,999999,No,13,Adaptive Frame,Barrels,Batteries,Frames,Frames,,54.0,4.0,,,,660.0,,,,,35.0,70.0,40.0,6.0,39.0,55.0,39.0,,,43.0,,,15.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Slideshot,Ambitious Assassin,Surplus,Hip-Fire Grip,Grave Robber,Auto-Loading Holster,Killing Wind,Feeding Frenzy,Slideways,Under Pressure,Quickdraw,Firmly Planted,,Swashbuckler,One for All,Wellspring,Multikill Clip,Thresh,Unrelenting,Tap the Trigger,Disruption Break,Demolitionist,Kill Clip,Backup Plan,High-Impact Reserves,
3260753130,Ticuu's Divination,Ticuu's Divination (S13),Combat Bow,Energy,Exotic,Solar,0,999999,No,13,Sacred Flame,Bowstrings,Arrows,Frames,Stocks,32.0,79.0,23.0,,,,80.0,580.0,,,,66.0,68.0,65.0,,,60.0,60.0,,,52.0,,,18.0,Tactile String,,,,,,,,,,,,,Straight Fletching,,,,,,,,,,,,,Causality Arrows,,,,,,,,,,,,,,,,,,,,,,,,,
3262192268,No Survivors,No Survivors (S21),Submachine Gun,Energy,Legendary,Solar,0,999999,No,21,Aggressive Frame,Barrels,Magazines,Frames,Frames,,38.0,29.0,,,,,,,,,57.0,22.0,32.0,27.0,44.0,94.0,26.0,720.0,,17.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Well-Rounded,Offhand Strike,Surplus,Discord,Rangefinder,Demolitionist,,,,,,,,Elemental Capacitor,Pugilist,Collective Action,Target Lock,Adrenaline Junkie,Incandescent,,,,,,,
3272713429,Eye of Foresight,Eye of Foresight (S01),Sniper Rifle,Energy,Legendary,Void,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,60.0,2.0,,,,,,,,,40.0,70.0,35.0,4.0,40.0,60.0,40.0,90.0,,40.0,,,40.0,Aquila SS4,Yepaki SS2,,,,,,,,,,,,Steady Rounds,Alloy Magazine,,,,,,,,,,,,Field Prep,,,,,,,,,,,,,,,,,,,,,,,,,
3281285075,Posterity,Posterity (S12),Hand Cannon,Energy,Legendary,Arc,0,999999,No,12,Precision Frame,Barrels,Magazines,Frames,Frames,,79.0,22.0,,,,,,,,,36.0,78.0,53.0,13.0,39.0,100.0,57.0,180.0,,60.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Rapid Hit,Surplus,Reconstruction,Killing Wind,Voltshot,Wellspring,Perfect Float,,,,,,,Rampage,Opening Shot,Redirection,Frenzy,Focused Fury,Gutshot Straight,Pugilist,,,,,,
3285365666,Jack Queen King 3,Jack Queen King 3 (S02),Hand Cannon,Energy,Legendary,Arc,0,1060,Yes,2,Adaptive Frame,Scopes,Magazines,Frames,,,91.0,10.0,,,,,,,,,70.0,84.0,57.0,13.0,39.0,100.0,59.0,140.0,,35.0,,,14.0,Fastdraw HCS,TrueSight HCS,HitMark HCS,,,,,,,,,,,Ricochet Rounds,Tactical Mag,Accurized Rounds,,,,,,,,,,,Pulse Monitor,,,,,,,,,,,,,,,,,,,,,,,,,
3285365667,West of Sunfall 7,West of Sunfall 7 (S02),Hand Cannon,Kinetic,Legendary,Kinetic,0,1060,Yes,2,Precision Frame,Scopes,Magazines,Frames,,,79.0,10.0,,,,,,,,,35.0,78.0,53.0,15.0,39.0,100.0,26.0,180.0,,64.0,,,14.0,Crossfire HCS,SteadyHand HCS,Sureshot HCS,,,,,,,,,,,Accurized Rounds,Extended Mag,High-Caliber Rounds,,,,,,,,,,,Auto-Loading Holster,,,,,,,,,,,,,,,,,,,,,,,,,
3292795429,Randy's Throwing Knife,Randy's Throwing Knife (S21),Scout Rifle,Kinetic,Legendary,Kinetic,0,999999,No,21,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,63.0,10.0,,,,,,,,,20.0,45.0,48.0,17.0,23.0,59.0,28.0,260.0,,39.0,,,20.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Perfect Float,Perpetual Motion,Rapid Hit,Zen Moment,Pugilist,Well-Rounded,Gutshot Straight,Under-Over,Slickdraw,Shot Swap,Offhand Strike,Discord,,Snapshot Sights,Kill Clip,Rampage,Box Breathing,Encore,Swashbuckler,Thresh,Harmony,Adaptive Munitions,Focused Fury,Cascade Point,Kinetic Tremors,
3297863558,Twilight Oath,Twilight Oath (S04),Sniper Rifle,Energy,Legendary,Solar,1,999999,No,4,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,70.0,2.0,,,,,,,,,65.0,55.0,45.0,5.0,27.0,59.0,58.0,140.0,,36.0,,,35.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Opening Shot,Feeding Frenzy,Mulligan,No Distractions,Lead from Gold,Killing Wind,Surplus,,,,,,,Kill Clip,Vorpal Weapon,Snapshot Sights,Shield Disorient,Elemental Capacitor,Unrelenting,Thresh,,,,,,
3312073052,A Single Clap,A Single Clap (S01),Sniper Rifle,Energy,Legendary,Solar,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,59.0,2.0,,,,,,,,,41.0,70.0,37.0,4.0,48.0,45.0,38.0,90.0,,42.0,,,40.0,SSO-05 Sniper,SSO-07 Sniper,SSO-08 Sniper,,,,,,,,,,,Tactical Mag,Steady Rounds,,,,,,,,,,,,Explosive Payload,,,,,,,,,,,,,,,,,,,,,,,,,
3312073053,Shepherd's Watch,Shepherd's Watch (S01),Sniper Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,60.0,2.0,,,,,,,,,38.0,70.0,32.0,4.0,47.0,71.0,37.0,90.0,,42.0,,,40.0,Zoom 30 Focus,Zoom 10 Point,,,,,,,,,,,,Ricochet Rounds,Accurized Rounds,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3312073054,Show of Force,Show of Force (S01),Sniper Rifle,Energy,Legendary,Arc,0,1060,Yes,1,Aggressive Frame,Scopes,Magazines,Frames,,,41.0,2.0,,,,,,,,,26.0,90.0,41.0,3.0,70.0,78.0,29.0,72.0,,23.0,,,43.0,ATB Long Range,ATA Scout,,,,,,,,,,,,High-Caliber Rounds,Tactical Mag,,,,,,,,,,,,Outlaw,,,,,,,,,,,,,,,,,,,,,,,,,
3312073055,Widow's Bite,Widow's Bite (S01),Sniper Rifle,Energy,Legendary,Void,0,1060,Yes,1,Rapid-Fire Frame,Barrels,Magazines,Frames,,,69.0,2.0,,,,,,,,,66.0,55.0,33.0,5.0,29.0,60.0,56.0,140.0,,35.0,,,45.0,Arrowhead Brake,Corkscrew Rifling,,,,,,,,,,,,Steady Rounds,Alloy Magazine,,,,,,,,,,,,Firmly Planted,,,,,,,,,,,,,,,,,,,,,,,,,
3325463374,Thunderlord,Thunderlord (S04),Machine Gun,Power,Exotic,Arc,0,999999,No,4,Reign Havoc,Barrels,Magazines,Frames,Frames,,90.0,26.0,,,,,,,,,60.0,41.0,30.0,62.0,60.0,70.0,68.0,450.0,,50.0,,,15.0,Polygonal Rifling,,,,,,,,,,,,,Armor-Piercing Rounds,,,,,,,,,,,,,Lightning Rounds,,,,,,,,,,,,,Feeding Frenzy,,,,,,,,,,,,
3325744914,Inaugural Address,Inaugural Address (S01),Pulse Rifle,Energy,Legendary,Void,0,1060,Yes,1,Adaptive Frame,Barrels,Frames,Frames,,,64.0,10.0,,,,,,,,,46.0,29.0,49.0,39.0,43.0,79.0,40.0,390.0,,55.0,,,17.0,Polygonal Rifling,Fluted Barrel,Chambered Compensator,,,,,,,,,,,Outlaw,Ambitious Assassin,,,,,,,,,,,,Kill Clip,,,,,,,,,,,,,,,,,,,,,,,,,
3325778512,A Fine Memorial,A Fine Memorial (S08),Machine Gun,Power,Legendary,Arc,1,999999,No,8,Adaptive Frame,Barrels,Magazines,Frames,Frames,,61.0,6.0,,,,,,,,,58.0,41.0,46.0,55.0,41.0,72.0,50.0,450.0,,37.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Quickdraw,Auto-Loading Holster,Clown Cartridge,Subsistence,Field Prep,Heating Up,Ambitious Assassin,,,,,,,Demolitionist,Adrenaline Junkie,Wellspring,Frenzy,Elemental Capacitor,Snapshot Sights,One for All,,,,,,
3326850591,The Long Walk,The Long Walk (S15),Sniper Rifle,Energy,Legendary,Solar,0,999999,No,15,Aggressive Frame,Barrels,Magazines,Frames,Frames,,48.0,2.0,,,,,,,,,28.0,90.0,41.0,3.0,78.0,76.0,34.0,72.0,,20.0,,,50.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Slideshot,Outlaw,Clown Cartridge,Killing Wind,Overflow,Ensemble,,,,,,,,Quickdraw,Adrenaline Junkie,Firing Line,Frenzy,Snapshot Sights,Moving Target,,,,,,,
3329842376,Memory Interdict,Memory Interdict (S01),Grenade Launcher,Power,Legendary,Void,0,1060,Yes,1,Adaptive Frame,Tubes,Magazines,Frames,,,58.0,6.0,,50.0,,,,,,,42.0,,23.0,5.0,,71.0,42.0,120.0,,38.0,,28.0,13.0,Confined Launch,Countermass,Hard Launch,,,,,,,,,,,Implosion Rounds,Remote Detonation,,,,,,,,,,,,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,
3334276332,Vestian Dynasty,Vestian Dynasty (S04),Sidearm,Energy,Legendary,Arc,0,1060,Yes,4,Precision Frame,Barrels,Magazines,Frames,Frames,,90.0,12.0,,,,,,,,,38.0,51.0,35.0,12.0,50.0,99.0,21.0,260.0,,36.0,,,12.0,Extended Barrel,Chambered Compensator,,,,,,,,,,,,Alloy Magazine,Armor-Piercing Rounds,,,,,,,,,,,,Kill Clip,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,
3334276333,Death by Scorn,Death by Scorn (S04),Sidearm,Energy,Legendary,Void,0,1060,Yes,4,Aggressive Burst,Scopes,Magazines,Frames,Frames,,88.0,12.0,,,,,,,,,33.0,56.0,27.0,25.0,49.0,91.0,22.0,325.0,,38.0,,,12.0,Shortspec SAS,,,,,,,,,,,,,Ricochet Rounds,,,,,,,,,,,,,Headseeker,Zen Moment,,,,,,,,,,,,Full Auto Trigger System,,,,,,,,,,,,
3335343363,Tarantula,Tarantula (S13),Linear Fusion Rifle,Power,Legendary,Arc,0,999999,No,13,Precision Frame,Barrels,Batteries,Frames,Frames,,58.0,6.0,,,,533.0,,,,,25.0,41.0,30.0,6.0,55.0,65.0,23.0,,,37.0,,,25.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Feeding Frenzy,Firmly Planted,Moving Target,Genesis,Field Prep,Pulse Monitor,,,,,,,,Wellspring,Snapshot Sights,Kill Clip,Dragonfly,Rampage,Box Breathing,,,,,,,
3336215727,Martyr's Make,Martyr's Make (S01),Auto Rifle,Energy,Legendary,Arc,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,64.0,10.0,,,,,,,,,48.0,21.0,52.0,49.0,46.0,78.0,41.0,600.0,,38.0,,,16.0,SLO-10 Post,SPO-26 Front,SRO-52 Ocular,,,,,,,,,,,Ricochet Rounds,Accurized Rounds,,,,,,,,,,,,High-Impact Reserves,,,,,,,,,,,,,,,,,,,,,,,,,
3337727085,Malediction,Malediction (S22),Hand Cannon,Kinetic,Legendary,Kinetic,0,999999,No,22,Aggressive Frame,Barrels,Magazines,Frames,Frames,,65.0,20.0,,,,,,,,,32.0,92.0,60.0,9.0,61.0,94.0,28.0,120.0,,29.0,,,14.0,Fluted Barrel,,,,,,,,,,,,,Flared Magwell,,,,,,,,,,,,,Discord,Enlightened Action,,,,,,,,,,,,Harmony,Explosive Payload,,,,,,,,,,,
3341893443,Funnelweb,Funnelweb (S16),Submachine Gun,Energy,Legendary,Void,0,999999,No,16,Lightweight Frame,Barrels,Magazines,Frames,Frames,,54.0,20.0,,,,,,,,,70.0,15.0,45.0,36.0,39.0,96.0,31.0,900.0,,44.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Perpetual Motion,Killing Wind,Subsistence,Auto-Loading Holster,Steady Hands,Pulse Monitor,,,,,,,,Thresh,Focused Fury,Frenzy,Adrenaline Junkie,Elemental Capacitor,Rangefinder,,,,,,,
3347946548,The Eremite,The Eremite (S22),Fusion Rifle,Energy,Legendary,Solar,0,999999,No,22,High-Impact Frame,Barrels,Batteries,Frames,Frames,,59.0,8.0,,,,960.0,,,,,26.0,95.0,21.0,5.0,51.0,75.0,22.0,,,22.0,,,15.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Pulse Monitor,Compulsive Reloader,Offhand Strike,Slickdraw,Envious Assassin,Lead from Gold,Heal Clip,,,,,,,Cornered,High Ground,Pugilist,Controlled Burst,Elemental Capacitor,Golden Tricorn,Reservoir Burst,,,,,,
3354242550,The Recluse,The Recluse (S06),Submachine Gun,Energy,Legendary,Void,0,1060,Yes,6,Lightweight Frame,Barrels,Magazines,Frames,Frames,,55.0,12.0,,,,,,,,,63.0,15.0,67.0,36.0,34.0,100.0,28.0,900.0,,47.0,,,13.0,Polygonal Rifling,,,,,,,,,,,,,Ricochet Rounds,,,,,,,,,,,,,Feeding Frenzy,,,,,,,,,,,,,Master of Arms,,,,,,,,,,,,
3355385170,Silicon Neuroma,Silicon Neuroma (S16),Sniper Rifle,Kinetic,Legendary,Kinetic,0,999999,No,16,Aggressive Frame,Barrels,Magazines,Frames,Frames,,47.0,4.0,,,,,,,,,24.0,90.0,35.0,3.0,74.0,62.0,27.0,72.0,,17.0,,,43.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Perpetual Motion,Triple Tap,Compulsive Reloader,Snapshot Sights,Steady Hands,Firmly Planted,,,,,,,,Demolitionist,Focused Fury,Frenzy,Firing Line,Adrenaline Junkie,Opening Shot,,,,,,,
3356526253,Wishbringer,Wishbringer (S05),Shotgun,Energy,Legendary,Solar,1,999999,No,5,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,68.0,2.0,,,,,,,,,32.0,65.0,64.0,7.0,30.0,43.0,48.0,140.0,,31.0,,,12.0,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,,,,,,,,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,,,,,,,,Slideshot,Threat Detector,Field Prep,Pulse Monitor,Hip-Fire Grip,Grave Robber,,,,,,,,Rampage,Snapshot Sights,Moving Target,Auto-Loading Holster,Opening Shot,,,,,,,,
3361694400,Trax Arda II,Trax Arda II (S01),Scout Rifle,Kinetic,Common,Kinetic,0,999999,No,1,High-Impact Frame,Scopes,Magazines,,,,25.0,,,,,,,,,,18.0,67.0,46.0,11.0,60.0,63.0,28.0,150.0,,14.0,,,21.0,Ranged Lens RLR5,Red Dot-ORS,,,,,,,,,,,,Armor-Piercing Rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
